color,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,211,93,35,216366733,119213,2444,0,154,English,USA,PG,145000000,2012,6.9,1.85,17000
Color,327,85,0,16097842,53919,687,0,168,English,USA,R,900000,2013,7.5,1.85,17000
Color,265,101,0,44566004,321283,32015,0,1848,English,USA,R,4000000,2003,7.8,1.85,17000
Color,372,109,0,35286428,361767,16479,0,1206,English,USA,R,76000000,2006,7.9,1.85,17000
Color,275,120,91,134455175,97664,5826,2,232,English,USA,R,35000000,2013,5.7,2.35,17000
Color,264,92,30,49122319,47169,2348,0,162,English,USA,PG-13,14000000,2012,5.9,2.35,17000
Color,264,92,30,49122319,47169,2348,0,162,English,USA,PG-13,14000000,2012,5.9,2.35,17000
Color,224,118,138,17609982,90046,28479,0,141,English,USA,R,35000000,2013,6.2,2.35,17000
Color,189,118,167,22451,41288,22447,0,126,English,USA,PG-13,60000000,2014,6.2,2.35,17000
Color,313,105,0,50549107,99035,1411,3,289,English,USA,PG-13,60000000,2014,6.2,2.35,17000
Color,225,105,68,92401,56402,2423,0,209,English,USA,R,2000000,2010,6.3,2.35,17000
Color,152,101,32,8129455,89568,661,1,142,English,USA,PG,45000000,2011,6.3,2.35,17000
Color,351,107,190,52000688,171418,4243,0,619,English,USA,R,40000000,2010,6.4,2.35,17000
Color,343,156,0,105219735,211765,3244,0,546,English,USA,PG-13,200000000,2010,6.7,2.35,17000
Color,276,91,0,958319,39764,34705,0,148,English,USA,PG-13,21000000,2011,6.7,2.35,17000
Color,203,102,77,107515297,85833,14552,2,113,English,USA,PG,100000000,2013,6.7,2.35,17000
Color,288,116,108,11326836,83171,24134,0,231,English,USA,R,22000000,2013,6.8,2.35,17000
Color,175,106,487,12339633,220591,1942,2,641,English,USA,PG-13,36000000,1997,7.8,2.35,17000
Color,132,178,0,75600000,736638,1976,1,1065,English,USA,R,72000000,1995,8.4,2.35,17000
Color,223,127,883,290158751,837759,12643,0,900,English,USA,PG,18000000,1980,8.8,2.35,17000
Color,304,132,607,204565000,284252,2466,0,1058,English,USA,R,8000000,1973,8,1.37,18000
Color,382,106,763,64933670,70838,11454,1,208,English,USA,PG,85000000,2012,5.6,1.85,18000
Color,255,85,116,86897182,106790,9271,0,177,English,USA,R,95000000,2012,6.2,1.85,18000
Color,275,112,11000,16684352,67893,1205,0,163,English,USA,R,17000000,2012,6.3,1.85,18000
Color,401,148,0,8093318,61935,707,0,242,English,USA,R,20000000,2014,6.7,1.85,18000
Color,213,103,608,125603360,667983,3698,1,877,English,USA,PG,60000000,1998,8.1,1.85,18000
Color,250,154,0,85200000,488537,4228,1,1076,English,USA,R,18500000,1986,8.4,1.85,18000
 Black and White,290,108,13000,32000000,422432,1885,2,1040,English,USA,R,806947,1960,8.5,1.85,18000
Color,280,103,0,131564731,118951,2857,0,1382,English,USA,PG,150000000,2010,4.2,2.35,18000
Color,287,96,83,51774002,87745,16121,1,331,English,USA,PG-13,57000000,2011,4.3,2.35,18000
Color,183,89,10,50820940,31915,5056,0,159,English,USA,PG-13,5000000,2014,4.4,2.35,18000
Color,208,102,234,21557240,85237,45202,3,274,English,USA,R,49900000,2011,5.6,2.35,18000
Color,285,134,0,67523385,104005,1050,2,248,English,USA,R,35000000,2012,6.2,2.35,18000
Color,242,118,301,30523568,54447,5697,0,201,English,USA,R,30000000,2014,6.2,2.35,18000
Color,241,103,368,54758461,147641,29808,3,238,English,USA,PG-13,65000000,2012,6.3,2.35,18000
Color,316,98,12000,81557479,149947,25780,1,326,English,USA,PG-13,100000000,2010,6.8,2.35,18000
Color,346,106,78,6262942,59545,0,0,312,English,USA,PG-13,9000000,2013,6.9,2.35,18000
Color,453,124,4000,312057433,522371,48638,4,723,English,USA,PG-13,200000000,2010,7,2.35,18000
Color,156,95,34,50150619,45580,19513,1,102,English,USA,PG,50000000,2014,7.3,2.35,18000
Color,148,114,59,31655091,87331,50927,0,364,English,USA,PG,30000000,2007,7.5,2.35,18000
Color,288,102,126,15047419,357275,25462,1,1061,English,USA,R,7000000,2000,7.6,2.35,18000
Color,451,215,0,107503316,392474,2530,1,1229,English,USA,R,130000000,2009,7.7,2.35,18000
Color,173,110,12000,176781728,219171,13069,2,388,English,USA,PG,15000000,1986,6.9,1.33,19000
Color,310,99,473,83640426,152826,16184,0,253,English,USA,PG-13,150000000,2012,5.8,1.85,19000
Color,204,117,221,103028109,172878,16325,1,203,English,USA,PG-13,80000000,2011,6.4,1.85,19000
Color,238,96,571,322157,61787,4590,0,203,English,USA,R,2500000,2010,6.8,1.85,19000
Color,157,138,278,63224849,182757,17423,3,483,English,USA,PG-13,85000000,2006,6.9,1.85,19000
Color,143,77,291,424760,72639,368,0,371,English,USA,PG-13,7000,2004,7,1.85,19000
Color,262,92,87,58401464,276746,16982,1,264,English,USA,PG-13,8000000,2010,7.1,1.85,19000
Color,226,106,44,5949693,114762,34351,1,299,English,USA,PG-13,12000000,2007,7.4,1.85,19000
Color,391,108,655,83813460,270238,35209,0,452,English,USA,R,25000000,2009,7.4,1.85,19000
Color,308,127,14000,356784000,613473,2129,0,895,English,USA,PG-13,63000000,1993,8.1,1.85,19000
Color,350,122,308,191449475,348007,44060,1,1535,English,USA,PG-13,37000000,2008,5.2,2.35,19000
Color,350,122,308,191449475,348010,44061,1,1535,English,USA,PG-13,37000000,2008,5.2,2.35,19000
Color,127,91,30,26404753,34203,3301,1,169,English,USA,PG-13,40000000,2012,5.3,2.35,19000
Color,156,94,52,59573085,13562,2259,10,103,English,USA,PG-13,18000000,2016,6.1,2.35,19000
Color,239,124,776,186739919,333248,20553,0,1159,English,USA,PG-13,125000000,2004,6.4,2.35,19000
Color,197,119,59,39440655,61680,4315,1,222,English,USA,PG-13,55000000,2010,6.4,2.35,19000
Color,121,99,35,35057332,45394,4863,0,72,English,USA,PG-13,33000000,2012,6.5,2.35,19000
Color,85,118,97,26761283,43084,3197,0,99,English,USA,PG-13,26000000,2014,6.7,2.35,19000
Color,298,115,79,126149655,166693,36237,1,276,English,USA,R,85000000,2012,6.8,2.35,19000
Color,240,96,107,143618384,165333,12071,0,186,English,USA,G,90000000,2011,7,2.35,19000
Color,134,106,58,382946,43965,44969,0,99,English,USA,R,7000000,2010,7.1,2.35,19000
Color,180,99,0,11100000,92464,896,1,331,English,USA,PG-13,25000000,1986,7.3,2.35,19000
Color,213,102,23,71423726,123558,26998,3,609,English,USA,PG,45000000,1999,7.3,2.35,19000
Color,80,101,163,41227069,162701,2436,1,962,English,USA,PG,11000000,2002,7.4,2.35,19000
Color,518,127,14000,257704099,504419,39284,0,1559,English,USA,PG-13,150000000,2009,8,2.35,19000
Color,147,142,0,44700000,537442,16464,0,851,English,USA,R,25000000,1983,8.3,2.35,19000
Color,173,99,16000,2812029,664719,28994,0,931,English,USA,R,1200000,1992,8.4,2.35,19000
Color,261,289,0,78800000,450676,25313,1,983,English,USA,R,31500000,1979,8.5,2.35,19000
Color,200,113,0,54540525,66579,23456,15,134,English,USA,PG-13,56000000,2011,5.7,1.85,20000
Color,221,106,34,1939441,55567,23187,1,144,English,USA,R,10000000,2012,6.9,1.85,20000
Color,325,106,13000,14479776,55539,12418,3,147,English,USA,PG-13,10000000,2014,7,1.85,20000
Color,131,126,98,53680848,167967,18726,1,243,English,USA,PG-13,30000000,2007,7.1,1.85,20000
Color,330,126,0,25592632,220475,5371,0,1066,English,USA,R,18000000,2007,7.2,1.85,20000
Color,365,100,81,6531491,111658,34446,2,297,English,USA,R,2000000,2010,7.2,1.85,20000
Color,163,101,16,6350058,106098,2786,3,150,English,USA,PG-13,8000000,2010,7.2,1.85,20000
Color,102,103,0,285761243,311075,7521,5,305,English,USA,PG,18000000,1990,7.5,1.85,20000
Color,239,101,448,96471845,268581,956,0,1109,English,USA,PG-13,17000000,2001,7.6,1.85,20000
Color,415,128,0,209019489,477300,23996,3,621,English,USA,PG-13,90000000,2009,7.6,1.85,20000
Color,291,100,308,37652565,91151,15369,2,283,English,USA,PG-13,42000000,2011,5.4,2.35,20000
Color,254,102,0,1821983,31089,43810,0,261,English,USA,R,3000000,2014,5.4,2.35,20000
Color,208,96,124,33592415,91640,31549,2,210,English,USA,PG-13,130000000,2013,5.6,2.35,20000
Color,225,87,124,29136626,97089,1417,0,233,English,USA,PG-13,60000000,2011,5.7,2.35,20000
Color,277,92,77,42575718,83788,3074,0,227,English,USA,R,40000000,2011,5.9,2.35,20000
Color,159,97,19,35794166,35654,4687,0,155,English,USA,PG-13,10000000,2016,6,2.35,20000
Color,414,97,181,14938570,111625,14025,1,369,English,USA,R,15000000,2012,6.2,2.35,20000
Color,248,91,192,20275446,95274,24669,0,178,English,USA,PG-13,35000000,2012,6.5,2.35,20000
Color,325,118,117,94822707,227072,44797,0,560,English,USA,R,80000000,2010,6.9,2.35,20000
Color,284,90,90,165230261,182718,21015,0,209,English,USA,PG,150000000,2011,7.3,2.35,20000
Color,146,107,110,1190018,261317,25088,2,1137,English,USA,R,20000000,2002,7.5,2.35,20000
Color,152,97,4000,173381405,147597,43354,1,395,English,USA,PG,33000000,2003,6.9,1.85,21000
Color,242,92,135,1316074,71387,1303,1,228,English,USA,PG-13,100000,2011,7,1.85,21000
Color,290,107,78,5354039,92599,22834,8,225,English,USA,R,3500000,2011,7.1,1.85,21000
Color,216,102,49,11434867,59637,51355,1,130,English,USA,PG-13,6000000,2012,7.1,1.85,21000
Color,245,101,420,72660029,115687,16235,0,269,English,USA,PG-13,100000000,2014,6,2.35,21000
Color,245,101,420,72660029,115687,16235,0,269,English,USA,PG-13,100000000,2014,6,2.35,21000
Color,202,106,42,27356090,58752,16922,0,117,English,USA,PG-13,90000000,2015,6,2.35,21000
Color,161,90,12,35033759,55008,2462,4,93,English,USA,R,19000000,2011,6.3,2.35,21000
Color,122,107,58,36874745,12276,389,2,117,English,USA,PG-13,20000000,2016,6.3,2.35,21000
Color,351,97,89,150056505,216581,2771,3,397,English,USA,R,18000000,2014,6.4,2.35,21000
Color,134,129,395,537580,52972,19620,1,124,English,USA,R,30000000,2011,6.8,2.35,21000
Color,216,118,473,73343413,217480,22517,0,429,English,USA,R,50000000,2009,7.4,2.35,21000
Color,113,129,51,44469602,23480,952,0,83,English,USA,PG,17000000,2015,7.4,2.35,21000
Color,385,130,14000,260000000,412454,2047,0,962,English,USA,PG,8000000,1975,8,2.35,21000
Color,488,122,1000,74273505,612060,4738,0,1518,English,USA,R,25000000,2007,8.1,2.35,21000
Color,265,171,0,187670866,982637,6521,0,2368,English,USA,R,103000000,2000,8.5,2.35,21000
Color,207,97,0,93452056,184795,14868,1,310,English,USA,PG-13,45000000,2007,7.4,1.85,22000
Color,276,103,214,21501098,115813,8375,1,216,English,USA,PG-13,5000000,2013,7.4,1.85,22000
Color,121,105,0,5400000,183288,36,1,395,English,USA,R,2500000,1995,8.1,1.85,22000
Color,219,169,14000,216119491,881236,44998,2,2277,English,USA,R,70000000,1998,8.6,1.85,22000
Color,256,95,9,131175,30219,1885,2,200,English,USA,PG-13,8500000,2015,5.6,2.35,22000
Color,246,125,189,44665963,159931,5081,2,281,English,USA,PG-13,58000000,2013,6.3,2.35,22000
Color,338,114,0,65171860,106416,1766,1,205,English,USA,PG-13,195000000,2013,6.3,2.35,22000
Color,265,109,175,75573300,156898,20148,1,172,English,USA,R,61000000,2013,6.7,2.35,22000
Color,234,116,23,53215979,125036,25220,7,205,English,USA,PG-13,84000000,2013,6.7,2.35,22000
Color,421,101,0,40962534,188652,57077,1,288,English,USA,R,12500000,2011,7.1,2.35,22000
Color,549,115,729,82624961,205284,9578,0,439,English,USA,R,20000000,2011,7.3,2.35,22000
Color,176,122,0,130058047,822500,19078,0,2715,English,USA,R,15000000,1999,8.4,2.35,22000
Color,358,106,44,18298649,85024,1393,1,242,English,USA,R,30000000,2011,6.4,1.85,23000
Color,279,105,43,53846915,149337,11943,0,221,English,USA,R,50100000,2015,6.6,1.85,23000
Color,285,94,122,51872378,88241,2812,0,266,English,USA,R,13000000,2013,6.7,1.85,23000
Color,274,96,0,10139254,190990,24640,0,915,English,USA,PG-13,35000000,2006,7.3,1.85,23000
Color,221,143,0,233630478,394317,15838,1,1051,English,USA,PG-13,90000000,2000,7.7,1.85,23000
Color,96,128,608,95860116,277451,51609,0,491,English,USA,PG,16400000,1989,8,1.85,23000
Color,267,114,101,33037754,75864,19904,1,197,English,USA,PG-13,37000000,2011,6,2.35,23000
Color,330,101,176,118311368,245621,12406,1,514,English,USA,PG-13,110000000,2010,6.4,2.35,23000
Color,336,104,59,27689474,85688,2071,0,339,English,USA,R,5000000,2013,6.5,2.35,23000
Color,306,116,179,90755643,222403,16149,2,453,English,USA,PG-13,200000000,2010,6.6,2.35,23000
Color,184,115,529,71346930,78008,1554,0,160,English,USA,PG-13,28000000,2013,6.7,2.35,23000
Color,117,128,88,37432299,50041,3386,0,116,English,USA,PG-13,34000000,2015,7.1,2.35,23000
Color,180,103,44,17474107,56605,1342,3,89,English,USA,R,7000000,2015,7.3,2.35,23000
Color,306,134,16000,37479778,124222,24458,1,259,English,USA,PG-13,60000000,2009,7.4,2.35,23000
Color,362,166,21000,127490802,459346,13333,2,822,English,USA,PG-13,150000000,2008,7.8,2.35,23000
Color,297,109,0,13782838,258078,1757,0,911,English,USA,R,15000000,1982,8.2,2.35,23000
 Black and White,138,84,0,3216970,142619,2065,0,586,English,USA,R,60000,1998,7.5,1.66,24000
Color,197,101,119,12995673,52286,338,1,345,English,USA,R,2500000,2008,7.7,1.78,24000
Color,270,86,18,18112929,52642,2665,0,271,English,USA,R,1000000,2012,5,1.85,24000
Color,251,94,24,104007828,76828,2371,0,314,English,USA,R,5000000,2011,5.8,1.85,24000
Color,451,108,13000,334185206,306320,79957,0,736,English,USA,PG,200000000,2010,6.5,1.85,24000
Color,451,108,13000,334185206,306336,79957,0,736,English,USA,PG,200000000,2010,6.5,1.85,24000
Color,315,124,737,56443482,75329,75793,3,256,English,USA,PG-13,60000000,2015,6.6,1.85,24000
Color,219,112,380,32357532,143368,31278,0,215,English,USA,R,30000000,2010,6.7,1.85,24000
Color,158,113,47,19057024,113963,22088,0,361,English,USA,PG-13,16000000,2010,7.2,1.85,24000
Color,99,89,0,52287414,271794,644,2,584,English,USA,R,8000000,1986,8.1,1.85,24000
Color,336,138,0,16969390,80861,27797,4,431,English,USA,R,25000000,2013,5.3,2.35,24000
Color,184,126,295,31141074,51892,19769,4,273,English,USA,PG-13,140000000,2016,5.5,2.35,24000
Color,436,123,258,116593191,223393,17657,2,550,English,USA,PG-13,200000000,2011,5.6,2.35,24000
Color,256,111,456,34964818,39956,21393,4,186,English,USA,PG,150000000,2015,5.8,2.35,24000
Color,256,111,456,34964818,39956,21393,4,186,English,USA,PG,150000000,2015,5.8,2.35,24000
Color,256,111,456,34964818,39975,21404,4,186,English,USA,PG,150000000,2015,5.8,2.35,24000
Color,303,136,3000,42615685,136093,28927,3,416,English,USA,R,40000000,2014,6.1,2.35,24000
Color,245,108,425,70625986,168717,22739,1,178,English,USA,R,25000000,2011,6.2,2.35,24000
Color,242,88,24,62321039,117096,5861,1,271,English,USA,R,70000000,2012,6.4,2.35,24000
Color,376,107,419,12026670,114241,1643,2,258,English,USA,R,45000000,2013,6.4,2.35,24000
Color,249,132,47,81687587,138246,2517,0,360,English,USA,PG-13,61000000,2015,6.4,2.35,24000
Color,462,132,475,73058679,212204,1873,1,738,English,USA,PG-13,263700000,2012,6.6,2.35,24000
Color,270,123,176,159578352,133177,4825,7,380,English,USA,R,43000000,2013,6.6,2.35,24000
Color,330,112,97,191616238,258186,19428,2,322,English,USA,R,50000000,2014,7.1,2.35,24000
Color,210,95,5,143523463,64322,36095,0,145,English,USA,PG,145000000,2016,7.2,2.35,24000
Color,335,123,0,10137502,77394,23031,0,195,English,USA,PG,35000000,2015,7.4,2.35,24000
Color,334,108,480,277313371,583341,17623,3,626,English,USA,R,35000000,2009,7.8,2.35,24000
Color,377,112,310,9701559,141425,35941,0,283,English,USA,R,3500000,2010,7.4,1.66,25000
Color,180,94,0,8828771,79146,41059,10,352,English,USA,R,6000000,2013,4.3,1.85,25000
 Black and White,370,87,13000,35287788,73886,4774,0,165,English,USA,PG,39000000,2012,7,1.85,25000
Color,256,97,52,103400692,123553,20645,0,174,English,USA,PG,145000000,2012,7.3,1.85,25000
Color,192,146,17000,46836394,728685,24783,3,989,English,USA,R,25000000,1990,8.7,1.85,25000
Color,444,94,520,14123773,108683,12306,4,561,English,USA,R,5000000,2012,5.3,2.35,25000
Color,355,116,473,83552429,154955,4001,0,800,English,USA,PG-13,70000000,2011,5.8,2.35,25000
Color,321,103,207,67631157,176598,55175,0,374,English,USA,PG-13,100000000,2010,6,2.35,25000
Color,321,103,207,67631157,176606,55175,0,374,English,USA,PG-13,100000000,2010,6,2.35,25000
Color,307,95,480,100448498,272789,23018,3,285,English,USA,R,65000000,2010,6.6,2.35,25000
Color,175,101,53,13650738,61360,16926,1,129,English,USA,R,20000000,2015,6.6,2.35,25000
 Black and White,265,101,63,6619173,87203,7747,2,221,English,USA,R,10000000,2012,6.7,2.35,25000
Color,274,118,65,57981889,173848,13943,1,203,English,USA,R,40000000,2011,7.3,2.35,25000
Color,157,129,21000,48265581,261069,1397,1,506,English,USA,R,50000000,1997,7.8,2.35,25000
Color,233,131,323,81350242,592582,40585,0,722,English,USA,R,28000000,1988,8.2,2.35,25000
Color,313,136,0,171383253,1217752,18563,3,3646,English,USA,R,63000000,1999,8.7,2.35,25000
Color,235,125,13000,66257002,350698,16138,0,816,English,USA,PG-13,70000000,2003,8,1.37,26000
Color,248,96,24,53884821,51204,799,0,247,English,USA,R,5000000,2012,4.6,1.85,26000
Color,213,140,708,80574010,63493,20440,1,302,English,USA,PG-13,60000000,2010,5.7,1.85,26000
Color,157,102,79,101978840,77724,1018,0,162,English,USA,R,15000000,2013,6.6,1.85,26000
Color,165,94,12,177343675,70121,17883,0,214,English,USA,PG,135000000,2015,6.7,1.85,26000
Color,165,94,12,177343675,70133,17883,0,214,English,USA,PG,135000000,2015,6.7,1.85,26000
Color,165,94,12,177343675,70136,17883,0,214,English,USA,PG,135000000,2015,6.7,1.85,26000
Color,398,103,33,88625922,75176,1336,3,252,English,USA,PG,45000000,2011,7.1,1.85,26000
Color,535,104,1000,13214255,96233,4082,1,313,English,USA,R,11000000,2013,7.4,1.85,26000
Color,1,111,0,14616,314,2059,1,10,English,USA,R,12000000,2015,7.5,1.85,26000
Color,420,111,0,38176892,104119,4486,0,518,English,USA,R,40000000,2011,6.2,2.35,26000
Color,362,107,563,123207194,183208,43291,0,337,English,USA,PG,135000000,2011,7.2,2.35,26000
Color,315,194,0,658672302,793059,45223,0,2528,English,USA,PG-13,200000000,1997,7.7,2.35,26000
Color,202,123,125,69951824,232710,14727,1,599,English,USA,PG-13,55000000,2008,7.7,2.35,26000
Color,445,88,181,75590286,386217,28011,4,553,English,USA,R,23600000,2009,7.7,2.35,26000
Color,115,102,330,2601847,22457,48,0,69,None,USA,PG-13,4000000,2011,8.5,2.35,26000
Color,288,109,154,55092830,195043,15608,1,329,English,USA,PG-13,60000000,2011,6.1,1.85,27000
Color,289,122,2000,24985612,71782,28328,0,161,English,USA,PG-13,100000000,2015,7,1.85,27000
Color,546,144,0,16377274,105144,427,31,405,English,USA,R,32000000,2012,7.1,1.85,27000
Color,419,133,152,75605492,283563,53094,1,312,English,USA,PG-13,50000000,2011,7.6,1.85,27000
Color,408,96,0,292979556,665575,2635,1,704,English,USA,PG,175000000,2009,8.3,1.85,27000
Color,198,98,66,42592530,29867,4567,0,181,English,USA,PG-13,15000000,2015,6.2,2.35,27000
Color,263,119,124,129995817,154621,22622,0,258,English,USA,PG-13,110000000,2015,6.3,2.35,27000
Color,222,105,226,63910583,106755,35694,2,173,English,USA,PG-13,28000000,2013,6.6,2.35,27000
Color,371,131,176,169076745,218711,3229,6,485,English,USA,R,32500000,2011,6.8,2.35,27000
Color,172,93,0,13008928,73501,837,0,333,English,USA,R,4000000,1988,7.3,2.35,27000
Color,239,133,549,21129348,146364,11799,0,237,English,USA,PG-13,35000000,2010,7.4,2.35,27000
Color,368,130,337,21589307,135286,13960,1,261,English,USA,PG-13,10000000,2012,7.4,2.35,27000
Color,256,91,266,148313048,164148,37142,2,168,English,USA,PG,85000000,2012,7.1,1.85,28000
Color,226,102,0,28837115,34964,24107,4,150,English,USA,PG-13,50000000,2016,4.8,2.35,28000
Color,183,106,87,68558662,86627,10882,0,204,English,USA,PG,90000000,2013,5.9,2.35,28000
Color,204,99,0,58879132,66123,40312,4,219,English,USA,R,31000000,2015,6.1,2.35,28000
 Black and White,339,141,0,47307550,104301,1948,4,269,English,USA,R,45000000,2012,6.5,2.35,28000
 Black and White,388,146,14000,79883359,116159,46726,1,488,English,USA,PG-13,66000000,2011,7.2,2.35,28000
Color,257,98,16,187165546,150618,43286,3,195,English,USA,PG,135000000,2013,7.3,2.35,28000
Color,216,128,241,95001343,66511,16911,0,200,English,USA,PG-13,40000000,2013,7.5,2.35,28000
 Black and White,433,115,729,17613460,91082,3798,0,274,English,USA,R,12000000,2013,7.8,2.35,28000
Color,366,116,16000,148085755,561773,17347,0,871,English,USA,R,33000000,2008,8.2,2.35,28000
Color,162,106,0,23272306,740918,20821,4,1182,English,USA,R,6000000,1995,8.6,2.35,28000
Color,229,93,166,54724272,157051,2043,0,261,English,USA,R,12000000,2012,6.7,1.85,29000
Color,450,106,0,32154410,148327,18469,0,274,English,USA,R,30000000,2013,7.1,1.85,29000
Color,450,106,0,32154410,148334,18469,0,274,English,USA,R,30000000,2013,7.1,1.85,29000
Color,324,100,15,200807262,294810,2036,1,387,English,USA,PG,260000000,2010,7.8,1.85,29000
Color,205,135,2000,170708996,610568,2827,0,1171,English,USA,PG-13,58000000,2001,8.2,1.85,29000
Color,293,124,171,300523113,184637,52547,3,498,English,USA,PG-13,68000000,2010,4.9,2.35,29000
Color,208,107,561,15608545,53471,2377,3,224,English,USA,R,15000000,2012,5.4,2.35,29000
Color,170,101,96,60443237,76882,1852,0,106,English,USA,PG-13,25000000,2012,6.5,2.35,29000
Color,248,110,282,124051759,42372,21175,2,239,English,USA,PG-13,180000000,2016,6.6,2.35,29000
Color,248,110,282,124051759,42372,21175,2,239,English,USA,PG-13,180000000,2016,6.6,2.35,29000
Color,378,150,0,92173235,280228,14296,7,420,English,USA,R,37000000,2010,7.6,2.35,29000
Color,352,151,17000,132373442,873649,45648,0,2054,English,USA,R,90000000,2006,8.5,2.35,29000
Color,284,110,763,83503161,138190,16691,1,405,English,USA,R,75000000,2011,6.1,1.85,30000
Color,218,113,33,76846624,21352,80806,1,131,English,USA,PG,170000000,2016,6.4,1.85,30000
Color,453,103,125,414984497,544884,19085,3,733,English,USA,G,200000000,2010,8.3,1.85,30000
Color,186,189,0,136801374,782610,17716,0,1377,English,USA,R,60000000,1999,8.5,1.85,30000
Color,280,125,3000,81257500,117739,30010,0,229,English,USA,R,68000000,2015,6.4,2.35,30000
Color,469,125,364,172051787,264186,25549,0,665,English,USA,PG,170000000,2010,6.8,2.35,30000
Color,469,125,364,172051787,264183,25550,0,665,English,USA,PG,170000000,2010,6.8,2.35,30000
Color,322,121,53,37738400,67797,39690,3,285,English,USA,R,25000000,2013,7.3,2.35,30000
Color,322,122,681,130468626,53607,1327,4,432,English,USA,PG-13,185000000,2016,7.5,2.35,30000
Color,172,103,67,142614158,66593,692,3,153,English,USA,PG,110000000,2011,5.5,1.78,31000
Color,663,93,188,12784397,70336,2658,0,269,English,USA,PG-13,1800000,2012,7.3,1.85,31000
Color,304,87,275,251501645,385943,11608,0,296,English,USA,PG,69000000,2010,7.7,1.85,31000
Color,161,126,835,138339411,604904,63710,2,682,English,USA,R,10000000,1997,8.3,1.85,31000
Color,169,110,179,13998282,24854,15044,1,374,English,USA,PG-13,16000000,2014,3.1,2.35,31000
Color,169,110,179,13998282,24854,15044,1,374,English,USA,PG-13,16000000,2014,3.1,2.35,31000
Color,361,85,65,64423650,139329,3708,0,578,English,USA,R,3000000,2013,5.7,2.35,31000
Color,436,135,209,113165635,229823,12175,0,504,English,USA,PG-13,125000000,2012,6.7,2.35,31000
Color,340,106,91,117528646,353442,18669,5,387,English,USA,R,35000000,2011,6.9,2.35,31000
Color,271,86,365,4007792,101287,2714,0,260,English,USA,R,750000,2012,7,2.35,31000
 Black and White,339,102,436,13750556,111102,49433,3,239,English,USA,R,65000000,2014,6.5,1.85,32000
Color,414,89,128,64572496,204327,2054,0,471,English,USA,PG-13,12000000,2012,7.1,1.85,32000
Color,149,133,869,112000000,680041,2176,0,760,English,USA,R,4400000,1975,8.7,1.85,32000
Color,327,132,76,43568507,136954,7081,1,346,English,USA,PG-13,66000000,2014,6.5,2.35,32000
Color,408,117,248,51533608,203111,16606,1,755,English,USA,R,25000000,2011,6.8,2.35,32000
Color,214,104,23,125014030,145852,18322,0,164,English,USA,PG-13,30000000,2012,6.8,2.35,32000
Color,121,113,25,55350897,83560,49631,1,619,English,USA,PG-13,85000000,1998,7,2.35,32000
Color,315,111,124,90356857,238916,24928,4,328,English,USA,PG-13,58000000,2010,7.1,2.35,32000
Color,355,111,214,56692,177401,23566,2,504,English,USA,R,25000000,2009,7.3,2.35,32000
Color,201,117,125,162586036,338383,11036,0,611,English,USA,PG-13,55000000,2006,8,2.35,32000
Color,723,178,0,760505847,886204,4834,0,3054,English,USA,PG-13,237000000,2009,7.9,1.78,33000
Color,208,88,20,130174897,27918,309,0,155,English,USA,G,99000000,2015,7.2,1.85,33000
Color,275,102,51,44134898,72803,20330,3,171,English,USA,PG-13,13000000,2014,7.3,1.85,33000
Color,185,98,0,30857814,294163,20060,0,718,English,USA,PG,16000000,1987,8.1,1.85,33000
Color,360,136,163,38509342,61995,712,7,356,English,USA,PG-13,75000000,2012,5.9,2.35,33000
Color,339,131,776,73103784,164238,18204,2,434,English,USA,PG-13,150000000,2013,6.4,2.35,33000
Color,364,90,23000,24475193,190494,44265,1,314,English,USA,R,3000000,2013,6.6,2.35,33000
Color,61,111,132,42652003,18915,2851,0,87,English,USA,PG,20000000,2015,6.8,2.35,33000
Color,279,120,508,58700247,95367,36062,1,260,English,USA,PG-13,38000000,2011,6.9,2.35,33000
Color,411,104,16,71897215,126893,14504,0,440,English,USA,PG-13,15000000,2016,7.3,2.35,33000
Color,283,133,219,727883,580999,17040,1,2110,English,USA,R,4500000,2001,8.1,2.35,33000
Color,288,98,255,217387997,485430,20453,0,492,English,USA,PG,165000000,2010,8.2,2.35,33000
Color,282,125,0,460935665,911097,13485,1,1470,English,USA,PG,11000000,1977,8.7,2.35,33000
Color,215,120,14000,434949459,281842,2811,0,515,English,USA,PG,10500000,1982,7.9,1.85,34000
Color,371,118,0,78031620,102248,27674,7,403,English,USA,PG-13,70000000,2014,6.1,2.35,34000
Color,286,115,101,25121291,177653,15708,1,279,English,USA,R,50000000,2013,6.7,2.35,34000
Color,214,112,43,42478175,93767,15327,1,209,English,USA,PG-13,25000000,2015,7.2,2.35,34000
Color,302,117,0,27000000,461609,13877,2,1168,English,USA,R,28000000,1982,8.2,2.35,34000
Color,249,117,0,17439163,537419,47728,1,1028,English,USA,R,15000000,1998,8.2,1.85,35000
 Black and White,162,101,194,6712241,782437,3858,2,1420,English,USA,R,7500000,1998,8.6,1.85,35000
Color,218,128,47,38297305,116994,20965,2,324,English,USA,PG-13,175000000,2013,6.3,2.35,35000
Color,265,110,160,16005978,72886,2356,1,190,English,USA,R,26000000,2012,6.4,2.35,35000
Color,218,103,11,80021740,47968,5497,4,154,English,USA,PG,58000000,2015,6.4,2.35,35000
